timestamp,amount,category,user_type,region,label
2024-01-10 08:00:00,80.79683983412336,A,new,south,0
2024-01-10 09:00:00,161.21117233232104,A,new,north,1
2024-01-10 10:00:00,96.13880090179528,A,old,north,0
2024-01-10 11:00:00,119.19822974686893,C,old,north,0
2024-01-10 12:00:00,143.3643544363373,A,old,south,1
2024-01-10 13:00:00,102.74189322499004,B,old,south,0
2024-01-10 14:00:00,73.94606020910567,A,old,south,0
2024-01-10 15:00:00,111.10108479750657,A,old,south,0
2024-01-10 16:00:00,102.50359239847762,C,new,south,0
2024-01-10 17:00:00,74.47252982815996,C,old,south,0
2024-01-10 18:00:00,125.69779785144398,B,new,south,1
2024-01-10 19:00:00,124.14187724465903,B,new,north,1
2024-01-10 20:00:00,142.84652909076704,C,old,north,1
2024-01-10 21:00:00,97.58355268959225,C,new,north,0
2024-01-10 22:00:00,88.01727027105974,A,old,north,0
2024-01-10 23:00:00,111.86553833906832,C,old,south,0
2024-01-11 00:00:00,118.2331468198181,B,new,north,0
2024-01-11 01:00:00,138.4269920597299,A,new,north,1
2024-01-11 02:00:00,148.21136010010318,B,old,north,1
2024-01-11 03:00:00,144.28958267814693,A,old,north,1
2024-01-11 04:00:00,125.53087333785334,C,new,south,1
2024-01-11 05:00:00,135.98998507008295,B,new,south,1
2024-01-11 06:00:00,107.19013130461632,A,new,south,0
2024-01-11 07:00:00,123.36790384950493,A,new,north,1
2024-01-11 08:00:00,96.17419721424388,C,old,south,0
2024-01-11 09:00:00,121.25370793773746,C,old,north,1
2024-01-11 10:00:00,121.77293394796025,C,old,south,1
2024-01-11 11:00:00,154.44257211369938,B,old,south,1
2024-01-11 12:00:00,115.42034277019506,A,new,south,0
2024-01-11 13:00:00,121.80085675306573,C,new,south,1
2024-01-11 14:00:00,124.73922831424085,B,old,south,1
2024-01-11 15:00:00,110.90359368223093,B,old,north,0
2024-01-11 16:00:00,103.95014533576705,B,old,south,0
2024-01-11 17:00:00,145.97622649694105,C,old,north,1
2024-01-11 18:00:00,100.38165114079405,C,old,north,0
2024-01-11 19:00:00,93.44163856625454,A,old,north,0
2024-01-11 20:00:00,133.6053075859096,A,old,north,1
2024-01-11 21:00:00,143.1562968404802,C,old,north,1
2024-01-11 22:00:00,110.97180684798722,B,old,south,0
2024-01-11 23:00:00,111.2789302470024,B,new,south,0
2024-01-12 00:00:00,125.65087052213586,B,old,south,1
2024-01-12 01:00:00,105.84294646513634,A,new,south,0
2024-01-12 02:00:00,104.36574958776063,B,new,north,0
2024-01-12 03:00:00,137.59185175972732,A,old,south,1
2024-01-12 04:00:00,132.14262201567237,A,old,south,1
2024-01-12 05:00:00,146.2231777263621,B,new,north,1
2024-01-12 06:00:00,94.94821975269008,B,new,north,0
2024-01-12 07:00:00,109.95075026178766,C,old,south,0
2024-01-12 08:00:00,125.62359124538906,C,new,south,1
2024-01-12 09:00:00,101.48758300451267,B,old,north,0
2024-01-12 10:00:00,132.833748743093,A,old,south,1
2024-01-12 11:00:00,144.49254174452665,A,old,south,1
2024-01-12 12:00:00,108.33284055545303,A,new,south,0
2024-01-12 13:00:00,120.77183880454066,A,new,south,1
2024-01-12 14:00:00,149.11237380162234,A,old,north,1
2024-01-12 15:00:00,155.98543150038,C,new,north,1
2024-01-12 16:00:00,134.91602502120807,B,new,north,1
2024-01-12 17:00:00,131.86858346387217,C,new,south,1
2024-01-12 18:00:00,102.92526930630177,A,new,south,0
2024-01-12 19:00:00,127.18418800915681,A,new,south,1
2024-01-12 20:00:00,131.13641681549996,A,new,south,1
2024-01-12 21:00:00,115.79259682877908,A,new,south,0
2024-01-12 22:00:00,108.10447490888676,B,old,north,0
2024-01-12 23:00:00,94.3740465304629,A,new,south,0
2024-01-13 00:00:00,85.24540489897416,B,new,south,0
2024-01-13 01:00:00,81.04232973357674,A,new,north,0
2024-01-13 02:00:00,131.58885145734524,B,new,south,1
2024-01-13 03:00:00,122.95398650453554,C,new,north,1
2024-01-13 04:00:00,110.32377736917807,A,new,north,0
2024-01-13 05:00:00,113.37087404550722,B,new,north,0
2024-01-13 06:00:00,124.2094108306097,C,new,north,1
2024-01-13 07:00:00,116.70873857982812,A,old,north,0
2024-01-13 08:00:00,93.18893639992343,A,new,south,0
2024-01-13 09:00:00,138.260004405486,A,new,north,1
2024-01-13 10:00:00,126.08252341339619,B,new,north,1
2024-01-13 11:00:00,125.31796959627697,B,new,south,1
2024-01-13 12:00:00,136.75125406716745,C,old,south,1
2024-01-13 13:00:00,103.7270928788065,B,old,north,0
2024-01-13 14:00:00,144.27462875451684,B,old,south,1
2024-01-13 15:00:00,117.19914296115523,A,old,south,0
2024-01-13 16:00:00,137.7719776066175,A,old,north,1
2024-01-13 17:00:00,134.6889806697531,A,old,north,1
2024-01-13 18:00:00,99.22396343994888,A,old,south,0
2024-01-13 19:00:00,130.05800809828273,A,old,north,1
2024-01-13 20:00:00,126.52549341693371,A,old,north,1
2024-01-13 21:00:00,120.60623314988685,A,old,south,1
2024-01-13 22:00:00,118.11256499929237,C,old,north,0
2024-01-13 23:00:00,118.28213500564416,C,old,north,0
2024-01-14 00:00:00,136.2537885128799,C,old,north,1
2024-01-14 01:00:00,131.5582102758302,C,old,north,1
2024-01-14 02:00:00,120.6095770053133,A,old,north,1
2024-01-14 03:00:00,90.16127707057251,C,old,south,0
2024-01-14 04:00:00,129.88886828167236,A,new,south,1
2024-01-14 05:00:00,134.47227238355558,C,old,north,1
2024-01-14 06:00:00,166.0082017089394,B,new,south,1
2024-01-14 07:00:00,141.50866126210076,C,old,north,1
2024-01-14 08:00:00,82.01647224169065,C,old,north,0
2024-01-14 09:00:00,121.56858798037285,A,new,north,1
2024-01-14 10:00:00,156.22750057329964,C,old,north,1
2024-01-14 11:00:00,132.47097713803274,B,new,north,1
2024-01-14 12:00:00,126.57304320746418,A,new,south,1
2024-01-14 13:00:00,138.00457317830472,A,new,south,1
2024-01-14 14:00:00,107.55243610018394,C,old,north,0
2024-01-14 15:00:00,129.56179993254912,A,old,south,1
2024-01-14 16:00:00,114.9906392201618,A,old,north,0
2024-01-14 17:00:00,119.60753028379051,A,new,south,0
2024-01-14 18:00:00,136.56909031390214,A,new,north,1
2024-01-14 19:00:00,101.46573795015637,A,old,south,0
2024-01-14 20:00:00,145.75964947603876,A,old,north,1
2024-01-14 21:00:00,111.54376077828914,B,old,north,0
2024-01-14 22:00:00,125.21325666300815,C,old,south,1
2024-01-14 23:00:00,91.98984079450113,B,old,south,0
2024-01-15 00:00:00,134.3967458174278,A,new,north,1
2024-01-15 01:00:00,148.93007871893155,A,new,south,1
2024-01-15 02:00:00,109.70716901563706,C,new,north,0
2024-01-15 03:00:00,97.795532269808,B,old,south,0
2024-01-15 04:00:00,125.55966129485417,C,new,south,1
2024-01-15 05:00:00,149.09621289983485,B,new,north,1
2024-01-15 06:00:00,91.00286869038189,A,new,south,0
2024-01-15 07:00:00,97.87383637543316,C,new,south,0
2024-01-15 08:00:00,110.91620883376969,C,new,north,0
2024-01-15 09:00:00,103.59312350938609,A,old,south,0
2024-01-15 10:00:00,103.65629066782009,C,new,north,0
2024-01-15 11:00:00,78.11758744672446,B,old,north,0
2024-01-15 12:00:00,131.78113894811736,B,old,north,1
2024-01-15 13:00:00,126.77441005739271,B,old,north,1
2024-01-15 14:00:00,86.0230160039271,B,old,north,0
2024-01-15 15:00:00,149.14391519912493,A,old,south,1
2024-01-15 16:00:00,153.62184629860974,C,new,north,1
2024-01-15 17:00:00,104.98188900439771,B,new,north,0
2024-01-15 18:00:00,143.3309718195401,A,old,south,1
2024-01-15 19:00:00,108.54004390018108,C,old,south,0
2024-01-15 20:00:00,123.62233020422121,C,old,south,1
2024-01-15 21:00:00,103.28475729958183,A,new,north,0
2024-01-15 22:00:00,164.2850304692455,A,old,north,1
2024-01-15 23:00:00,114.07965545340204,B,new,north,0
2024-01-16 00:00:00,122.52898045646924,C,old,south,1
2024-01-16 01:00:00,106.24125225072346,C,new,north,0
2024-01-16 02:00:00,157.22631194472788,A,old,south,1
2024-01-16 03:00:00,157.7322929217882,C,new,north,1
2024-01-16 04:00:00,152.6185836252588,B,old,south,1
2024-01-16 05:00:00,139.12880696695242,C,new,north,1
2024-01-16 06:00:00,107.50420906131895,A,new,north,0
2024-01-16 07:00:00,136.55700191924836,A,new,north,1
2024-01-16 08:00:00,119.85914402150529,B,new,south,0
2024-01-16 09:00:00,146.24817243485265,B,new,south,1
2024-01-16 10:00:00,142.31804106730723,C,new,north,1
2024-01-16 11:00:00,107.01468843848151,C,new,north,0
2024-01-16 12:00:00,138.95651605674433,A,old,north,1
2024-01-16 13:00:00,133.64068900087852,B,old,south,1
2024-01-16 14:00:00,64.52874274173104,B,old,north,0
2024-01-16 15:00:00,136.01873279258925,B,old,north,1
2024-01-16 16:00:00,111.36408422719587,C,old,north,0
2024-01-16 17:00:00,102.27915091336652,B,new,north,0
2024-01-16 18:00:00,103.13478791412516,A,new,south,0
2024-01-16 19:00:00,117.29514208735937,A,new,south,0
2024-01-16 20:00:00,129.60119160173366,C,new,north,1
2024-01-16 21:00:00,92.6907595561564,C,new,north,0
2024-01-16 22:00:00,123.79695672424928,B,old,south,1
2024-01-16 23:00:00,131.53516132386144,C,old,south,1
2024-01-17 00:00:00,157.23611567339265,A,old,north,1
2024-01-17 01:00:00,98.4661966154974,B,old,south,0
2024-01-17 02:00:00,113.00775626444393,A,new,south,0
2024-01-17 03:00:00,125.23325945392958,B,new,north,1
2024-01-17 04:00:00,142.9481866038321,C,new,south,1
2024-01-17 05:00:00,113.91552237656373,B,old,south,0
2024-01-17 06:00:00,143.97282743982103,B,new,north,1
2024-01-17 07:00:00,81.25275367047081,A,old,north,0
2024-01-17 08:00:00,94.93303613756228,A,new,south,0
2024-01-17 09:00:00,126.9728868866844,B,new,north,1
2024-01-17 10:00:00,91.7835100382425,C,old,south,0
2024-01-17 11:00:00,96.51058946466566,C,new,north,0
2024-01-17 12:00:00,109.44446271508122,A,new,south,0
2024-01-17 13:00:00,135.42877983831647,C,old,north,1
2024-01-17 14:00:00,82.08070317385422,A,new,south,0
2024-01-17 15:00:00,123.40596724324789,C,old,south,1
2024-01-17 16:00:00,140.6592789430561,B,new,south,1
2024-01-17 17:00:00,116.10109583142084,A,new,north,0
2024-01-17 18:00:00,112.6233954081492,A,new,north,0
2024-01-17 19:00:00,128.03542565117147,B,new,south,1
2024-01-17 20:00:00,116.1577789455712,A,new,south,0
2024-01-17 21:00:00,147.80999562481495,C,new,north,1
2024-01-17 22:00:00,97.77173975731131,C,new,north,0
2024-01-17 23:00:00,118.9671168966983,A,new,north,0
2024-01-18 00:00:00,124.11372749921368,C,old,north,1
2024-01-18 01:00:00,112.43091896307081,A,old,north,0
2024-01-18 02:00:00,62.57434674085077,B,new,north,0
2024-01-18 03:00:00,116.78190183901614,A,new,south,0
2024-01-18 04:00:00,138.00353973824932,B,old,north,1
2024-01-18 05:00:00,135.56218372252036,C,new,south,1
2024-01-18 06:00:00,127.09556964340399,B,new,north,1
2024-01-18 07:00:00,98.04275283301553,C,old,north,0
2024-01-18 08:00:00,127.90618924916967,A,new,south,1
2024-01-18 09:00:00,108.53124356915524,C,new,south,0
2024-01-18 10:00:00,127.06965811897334,A,old,north,1
2024-01-18 11:00:00,122.4301002280343,A,new,south,1
2024-01-18 12:00:00,100.47249457433257,B,new,south,0
2024-01-18 13:00:00,102.15088321286193,B,old,south,0
2024-01-18 14:00:00,127.10044908843032,B,new,south,1
2024-01-18 15:00:00,115.57773809422997,B,old,north,0
2024-01-18 16:00:00,103.19437138685743,C,new,south,0
2024-01-18 17:00:00,101.54339620546334,C,new,north,0
2024-01-18 18:00:00,113.92338304027568,C,old,north,0
2024-01-18 19:00:00,151.3620958943642,A,old,north,1
2024-01-18 20:00:00,109.47843935576083,C,new,north,0
2024-01-18 21:00:00,119.71960923484822,C,old,south,0
2024-01-18 22:00:00,122.0328857537902,C,old,south,1
2024-01-18 23:00:00,97.37947217016114,B,new,north,0
2024-01-19 00:00:00,84.7433503231461,C,new,north,0
2024-01-19 01:00:00,99.46718530528538,A,new,north,0
2024-01-19 02:00:00,124.94154755612607,B,old,north,1
2024-01-19 03:00:00,121.74662115830819,A,old,south,1
2024-01-19 04:00:00,134.0481313830213,C,old,north,1
2024-01-19 05:00:00,121.93499789918233,B,old,south,1
2024-01-19 06:00:00,117.80901417061592,A,new,north,0
2024-01-19 07:00:00,107.91975450149747,C,old,north,0
2024-01-19 08:00:00,137.69213579725385,A,new,north,1
2024-01-19 09:00:00,101.61639722558567,A,old,north,0
2024-01-19 10:00:00,97.79200965407958,A,new,south,0
2024-01-19 11:00:00,131.34111034776205,C,new,south,1
2024-01-19 12:00:00,93.3368537869269,C,new,south,0
2024-01-19 13:00:00,168.29581997317263,A,old,north,1
2024-01-19 14:00:00,121.59986761118287,B,new,north,1
2024-01-19 15:00:00,126.95812232649772,B,new,south,1
2024-01-19 16:00:00,103.83160350953226,C,old,south,0
2024-01-19 17:00:00,113.69470311516908,C,new,north,0
2024-01-19 18:00:00,111.46485766235293,C,old,north,0
2024-01-19 19:00:00,109.16330024662716,C,old,south,0
2024-01-19 20:00:00,132.65923503019653,C,new,north,1
2024-01-19 21:00:00,111.00847923549438,B,new,north,0
2024-01-19 22:00:00,140.3500245816836,C,old,south,1
2024-01-19 23:00:00,173.26364700239648,A,new,north,1
2024-01-20 00:00:00,114.08917519706901,A,old,south,0
2024-01-20 01:00:00,123.04631027153249,B,old,north,1
2024-01-20 02:00:00,127.58964114331015,A,old,south,1
2024-01-20 03:00:00,156.23009625187035,B,new,north,1
2024-01-20 04:00:00,118.34704429923622,B,old,south,0
2024-01-20 05:00:00,103.41966160683275,A,new,south,0
2024-01-20 06:00:00,94.67318988748592,C,new,south,0
2024-01-20 07:00:00,118.84032105135532,A,new,south,0
2024-01-20 08:00:00,111.03239561892235,A,new,north,0
2024-01-20 09:00:00,160.20018578600002,B,old,north,1
2024-01-20 10:00:00,155.39724841353933,A,new,south,1
2024-01-20 11:00:00,99.31254344152805,B,old,north,0
2024-01-20 12:00:00,105.78479792901643,C,old,north,0
2024-01-20 13:00:00,121.47540215773772,C,new,north,1
2024-01-20 14:00:00,147.94452845117524,C,old,north,1
2024-01-20 15:00:00,121.14026272742103,A,old,north,1
2024-01-20 16:00:00,107.05518724023906,B,new,south,0
2024-01-20 17:00:00,118.8223638019455,C,old,south,0
2024-01-20 18:00:00,107.43030272207906,B,old,south,0
2024-01-20 19:00:00,132.04954418878964,B,old,south,1
2024-01-20 20:00:00,105.8193257667059,C,old,north,0
2024-01-20 21:00:00,109.79127895146065,C,new,north,0
2024-01-20 22:00:00,143.23867626912192,B,old,south,1
2024-01-20 23:00:00,104.63270105371856,C,old,north,0
2024-01-21 00:00:00,91.07743934879676,B,old,north,0
